ranker,player,position,team,age_at_season_start,age_category,club,birth_year,minutes,minutes_90s,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,fouls_per90,interceptions_per90,tackles_won_per90,pens_won_per90,ball_recoveries_per90,aerials_won_per90,passes_completed_per90,passes_per90,passes_pct,passes_progressive_distance_per90,pass_xa_per90,assisted_shots_per90,crosses_into_penalty_area_per90,progressive_passes_per_90,blocks_per90,clearances_per90,touches_per90,dribbles_completed_per90,dribbles_completed_pct,shots_on_target_pct,shots_on_target_per90,goals_per_shot,average_shot_distance,npxg_per_shot
135,Cristiano Ronaldo,FW,Portugal,37,Veteran,Manchester Utd,1985,290,3.2,0.31,0.0,0.31,0.0,0.0,1.0,0.51,0.04,0.55,0.26,0.3,0.625,0.0,0.0,0.3125,1.875,2.5,21.25,28.125,75.6,30.625,0.03125,1.25,0.0,1.25,0.0,0.3125,36.25,0.0,0.0,20.0,0.62,0.0,21.0,0.08
138,César Montes,DF,Mexico,25,Youngster,Monterrey,1997,270,3.0,0.0,0.33,0.33,0.0,0.33,0.7,0.06,0.17,0.23,0.06,0.23,1.3333333333333333,0.6666666666666666,1.0,0.0,4.333333333333333,2.3333333333333335,53.0,65.66666666666667,80.7,319.0,0.16666666666666666,0.3333333333333333,0.0,2.6666666666666665,0.0,3.6666666666666665,74.0,0.6666666666666666,100.0,0.0,0.0,0.0,13.0,0.18
139,Daichi Kamada,FW,Japan,26,Youngster,Eint Frankfurt,1996,322,3.6,0.0,0.0,0.0,0.0,0.0,0.7,0.18,0.01,0.19,0.18,0.19,0.2777777777777778,0.0,0.8333333333333333,0.0,2.7777777777777777,0.8333333333333333,23.055555555555554,28.88888888888889,79.8,86.94444444444444,0.05555555555555556,0.2777777777777778,0.0,1.6666666666666665,0.8333333333333333,0.8333333333333333,38.61111111111111,0.8333333333333333,75.0,16.7,0.28,0.0,17.5,0.11
140,Daizen Maeda,FW,Japan,25,Youngster,Celtic,1997,180,2.0,0.5,0.0,0.5,0.5,0.5,0.5,0.24,0.0,0.24,0.24,0.24,1.0,1.5,1.0,0.0,2.0,0.5,4.0,8.5,47.1,5.0,0.05,0.0,0.0,0.0,2.0,0.0,15.5,0.0,0.0,50.0,0.5,0.5,9.5,0.24
141,Daley Blind,DF,Netherlands,32,Confirmed,Ajax,1990,423,4.7,0.21,0.21,0.43,0.21,0.43,0.8,0.08,0.1,0.18,0.08,0.18,0.6382978723404255,1.0638297872340425,1.9148936170212765,0.0,5.106382978723404,1.0638297872340425,53.61702127659574,63.82978723404255,84.0,319.78723404255317,0.0851063829787234,0.425531914893617,0.425531914893617,4.468085106382978,1.276595744680851,0.851063829787234,72.12765957446808,0.2127659574468085,50.0,40.0,0.43,0.2,12.3,0.08
145,Dani Olmo,FW,Spain,24,Youngster,RB Leipzig,1998,367,4.1,0.25,0.25,0.49,0.25,0.49,1.9,0.34,0.11,0.46,0.34,0.46,1.2195121951219514,0.24390243902439027,0.7317073170731708,0.0,3.658536585365854,0.0,39.51219512195122,48.29268292682927,81.8,77.8048780487805,0.09756097560975611,1.2195121951219514,0.24390243902439027,2.1951219512195124,1.2195121951219514,0.9756097560975611,62.6829268292683,0.9756097560975611,21.1,50.0,1.47,0.08,21.4,0.12
146,Daniel Amartey,DF,Ghana,27,Youngster,Leicester City,1994,251,2.8,0.0,0.0,0.0,0.0,0.0,0.3,0.08,0.03,0.1,0.08,0.1,1.0714285714285714,1.0714285714285714,1.4285714285714286,0.0,5.357142857142858,1.7857142857142858,45.714285714285715,50.35714285714286,90.8,388.5714285714286,0.0,1.0714285714285714,0.0,2.857142857142857,1.4285714285714286,4.285714285714286,61.42857142857143,0.35714285714285715,100.0,0.0,0.0,0.0,5.7,0.23
150,Danilo,DF,Brazil,31,Confirmed,Juventus,1991,281,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.9677419354838709,0.9677419354838709,0.6451612903225806,0.0,5.483870967741935,1.2903225806451613,74.19354838709677,86.77419354838709,85.5,318.06451612903226,0.06451612903225806,0.0,0.3225806451612903,5.161290322580645,0.6451612903225806,1.6129032258064515,93.2258064516129,0.3225806451612903,100.0,0.0,0.0,0.0,27.7,0.02
154,Darwin Núñez,FW,Uruguay,23,Youngster,Liverpool,1999,240,2.7,0.0,0.0,0.0,0.0,0.0,0.6,0.14,0.09,0.23,0.14,0.23,0.7407407407407407,0.0,0.7407407407407407,0.0,2.222222222222222,1.8518518518518516,12.962962962962962,20.74074074074074,62.5,28.518518518518515,0.037037037037037035,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.7407407407407407,0.7407407407407407,31.48148148148148,0.0,0.0,33.3,0.37,0.0,22.4,0.13
155,David Raum,DF,Germany,24,Youngster,RB Leipzig,1998,242,2.7,0.0,0.37,0.37,0.0,0.37,0.6,0.0,0.22,0.22,0.0,0.22,1.8518518518518516,2.5925925925925926,1.111111111111111,0.37037037037037035,4.444444444444444,1.8518518518518516,56.666666666666664,72.22222222222221,78.5,274.4444444444444,0.1111111111111111,2.5925925925925926,1.111111111111111,4.814814814814815,3.7037037037037033,0.7407407407407407,84.81481481481481,0.7407407407407407,50.0,,0.0,,,
157,Davy Klaassen,MF,Netherlands,29,Confirmed,Ajax,1993,190,2.1,0.47,0.95,1.42,0.47,1.42,0.5,0.11,0.14,0.25,0.11,0.25,0.47619047619047616,0.47619047619047616,0.9523809523809523,0.0,6.666666666666666,0.9523809523809523,28.095238095238095,36.666666666666664,76.6,74.28571428571428,0.047619047619047616,1.9047619047619047,0.0,1.9047619047619047,0.9523809523809523,0.9523809523809523,45.714285714285715,0.0,0.0,50.0,0.47,0.5,9.9,0.12
158,Dayot Upamecano,DF,France,24,Youngster,Bayern Munich,1998,480,5.3,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,0.7547169811320755,1.1320754716981132,1.3207547169811322,0.0,6.226415094339623,1.3207547169811322,59.24528301886793,66.22641509433963,89.5,413.9622641509434,0.01886792452830189,0.37735849056603776,0.0,3.5849056603773586,0.9433962264150944,2.452830188679245,74.15094339622642,0.0,,0.0,0.0,0.0,9.7,0.05
160,Declan Rice,MF,England,23,Youngster,West Ham,1999,417,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.6521739130434783,2.3913043478260874,1.0869565217391306,0.0,6.304347826086957,0.6521739130434783,65.21739130434783,70.0,93.2,248.0434782608696,0.02173913043478261,0.2173913043478261,0.0,3.0434782608695654,0.8695652173913044,1.0869565217391306,78.69565217391305,0.0,0.0,,0.0,,,
161,Dejan Lovren,DF,Croatia,33,Confirmed,Zenit,1989,600,6.7,0.0,0.15,0.15,0.0,0.15,0.3,0.04,0.01,0.05,0.04,0.05,0.29850746268656714,0.8955223880597015,0.29850746268656714,0.0,4.626865671641791,2.5373134328358207,60.44776119402985,68.65671641791045,88.0,375.97014925373134,0.014925373134328358,0.14925373134328357,0.14925373134328357,2.388059701492537,1.044776119402985,4.3283582089552235,76.86567164179104,0.0,,0.0,0.0,0.0,14.8,0.06
164,Denzel Dumfries,DF,Netherlands,26,Youngster,Inter,1996,479,5.3,0.19,0.38,0.56,0.19,0.56,0.7,0.08,0.06,0.14,0.08,0.14,3.207547169811321,1.3207547169811322,0.9433962264150944,0.0,3.018867924528302,1.6981132075471699,28.11320754716981,40.943396226415096,68.7,140.0,0.07547169811320756,0.37735849056603776,0.0,2.8301886792452833,0.9433962264150944,1.1320754716981132,51.69811320754717,0.0,0.0,100.0,0.19,1.0,8.7,0.38
168,Diogo Dalot,DF,Portugal,23,Youngster,Manchester Utd,1999,258,2.9,0.0,0.7,0.7,0.0,0.7,0.8,0.01,0.25,0.26,0.01,0.26,0.3448275862068966,0.6896551724137931,2.0689655172413794,0.0,4.482758620689656,2.0689655172413794,38.62068965517241,50.689655172413794,76.2,180.0,0.13793103448275862,1.3793103448275863,0.3448275862068966,2.413793103448276,2.413793103448276,0.3448275862068966,59.310344827586206,0.3448275862068966,33.3,100.0,0.35,0.0,29.8,0.04
169,Djibril Sow,MF,Switzerland,25,Youngster,Eint Frankfurt,1997,264,2.9,0.0,0.34,0.34,0.0,0.34,0.3,0.06,0.06,0.12,0.06,0.12,0.6896551724137931,0.6896551724137931,0.3448275862068966,0.0,3.103448275862069,0.3448275862068966,28.96551724137931,33.44827586206897,86.6,97.24137931034483,0.06896551724137931,1.0344827586206897,0.0,3.103448275862069,0.0,0.0,39.6551724137931,0.0,0.0,0.0,0.0,0.0,15.6,0.08
173,Dušan Tadić,MF,Serbia,34,Veteran,Ajax,1988,257,2.9,0.0,0.7,0.7,0.0,0.7,0.8,0.03,0.25,0.28,0.03,0.28,2.413793103448276,0.3448275862068966,0.6896551724137931,0.0,3.4482758620689657,0.0,31.03448275862069,43.793103448275865,70.9,172.75862068965517,0.37931034482758624,3.4482758620689657,0.6896551724137931,4.827586206896552,1.3793103448275863,0.0,51.724137931034484,1.0344827586206897,50.0,0.0,0.0,0.0,13.3,0.08
183,Ehsan Hajsafi,MF,IR Iran,32,Confirmed,AEK Athens,1990,237,2.6,0.0,0.0,0.0,0.0,0.0,0.4,0.06,0.08,0.15,0.06,0.15,0.3846153846153846,0.7692307692307692,1.1538461538461537,0.0,3.846153846153846,0.7692307692307692,23.46153846153846,37.69230769230769,62.2,170.0,0.11538461538461538,0.7692307692307692,0.0,2.3076923076923075,1.1538461538461537,0.7692307692307692,45.38461538461538,0.0,0.0,0.0,0.0,0.0,14.4,0.16
184,Ellyes Skhiri,MF,Tunisia,27,Youngster,Köln,1995,270,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.05,0.07,0.02,0.07,1.0,2.3333333333333335,1.0,0.0,6.0,0.3333333333333333,36.333333333333336,42.333333333333336,85.8,280.3333333333333,0.03333333333333333,1.0,0.0,4.333333333333333,0.6666666666666666,1.0,53.666666666666664,0.3333333333333333,33.3,0.0,0.0,0.0,22.5,0.03
186,Enner Valencia,FW,Ecuador,33,Confirmed,Fenerbahçe,1989,255,2.8,1.06,0.0,1.06,0.71,0.71,1.8,0.8,0.1,0.9,0.52,0.62,1.0714285714285714,0.35714285714285715,0.0,0.35714285714285715,2.857142857142857,0.7142857142857143,14.285714285714286,20.357142857142858,70.2,25.0,0.07142857142857144,1.0714285714285714,0.35714285714285715,0.35714285714285715,1.0714285714285714,0.7142857142857143,35.0,0.7142857142857143,28.6,37.5,1.06,0.25,18.9,0.19
188,Enzo Fernández,MF,Argentina,21,Prospect,Benfica,2001,564,6.3,0.16,0.16,0.32,0.16,0.32,1.2,0.05,0.16,0.21,0.05,0.21,1.1111111111111112,0.4761904761904762,2.380952380952381,0.0,6.190476190476191,1.4285714285714286,65.39682539682539,74.76190476190476,87.5,269.04761904761904,0.126984126984127,0.9523809523809524,0.15873015873015872,3.8095238095238098,1.1111111111111112,1.1111111111111112,84.60317460317461,0.4761904761904762,50.0,37.5,0.48,0.13,24.9,0.04
191,Eric Maxim Choupo-Moting,FW,Cameroon,33,Confirmed,Bayern Munich,1989,253,2.8,0.36,0.0,0.36,0.36,0.36,0.9,0.29,0.02,0.31,0.29,0.31,0.0,0.35714285714285715,0.7142857142857143,0.0,2.857142857142857,3.928571428571429,15.714285714285715,23.571428571428573,66.7,48.214285714285715,0.03571428571428572,0.7142857142857143,0.0,1.7857142857142858,0.0,0.35714285714285715,31.071428571428573,1.0714285714285714,37.5,66.7,0.71,0.33,9.1,0.28
193,Ethan Ampadu,MF,Wales,22,Youngster,Spezia,2000,255,2.8,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.04,0.05,0.01,0.05,1.7857142857142858,1.4285714285714286,1.0714285714285714,0.0,5.714285714285714,1.0714285714285714,38.57142857142858,51.42857142857143,75.0,242.50000000000003,0.03571428571428572,0.7142857142857143,0.0,5.0,3.2142857142857144,3.5714285714285716,63.57142857142858,0.7142857142857143,66.7,0.0,0.0,0.0,32.4,0.04
200,Facundo Pellistri,MF,Uruguay,20,Prospect,Manchester Utd,2001,181,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.08,0.09,0.17,0.08,0.17,1.0,0.0,0.5,0.0,4.5,0.0,16.0,23.0,69.6,51.5,0.1,1.5,0.0,1.0,0.5,1.0,33.0,0.0,0.0,0.0,0.0,0.0,11.5,0.17
202,Federico Valverde,MF,Uruguay,24,Youngster,Real Madrid,1998,270,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.06,0.14,0.2,0.06,0.2,2.0,1.6666666666666667,1.3333333333333333,0.0,6.333333333333333,0.3333333333333333,53.0,63.0,84.1,291.6666666666667,0.13333333333333333,1.3333333333333333,0.3333333333333333,5.666666666666667,2.0,0.3333333333333333,75.0,0.3333333333333333,25.0,14.3,0.33,0.0,33.0,0.02
204,Ferrán Torres,FW,Spain,22,Youngster,Barcelona,2000,217,2.4,0.83,0.0,0.83,0.41,0.41,0.4,0.42,0.07,0.5,0.1,0.17,0.4166666666666667,0.0,0.0,0.0,3.3333333333333335,0.0,24.583333333333336,35.41666666666667,69.4,51.25,0.08333333333333334,0.4166666666666667,0.0,2.5,0.4166666666666667,0.0,47.91666666666667,0.4166666666666667,9.1,33.3,0.41,0.33,17.1,0.08
205,Filip Kostić,DF,Serbia,30,Confirmed,Juventus,1992,179,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,1.5,0.0,1.5,0.0,6.0,0.0,36.0,56.5,63.7,208.0,0.1,0.5,1.0,3.0,1.5,0.5,65.0,0.0,0.0,0.0,0.0,0.0,18.3,0.02
208,Firas Al-Buraikan,MF,Saudi Arabia,22,Youngster,Al-Fateh,2000,268,3.0,0.0,0.34,0.34,0.0,0.34,0.2,0.04,0.02,0.06,0.04,0.06,0.6666666666666666,0.6666666666666666,1.0,0.0,2.3333333333333335,1.6666666666666667,14.0,21.0,66.7,37.0,0.03333333333333333,0.3333333333333333,0.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,31.333333333333332,0.3333333333333333,14.3,0.0,0.0,0.0,15.4,0.06
211,Francisco Calvo,DF,Costa Rica,30,Confirmed,Konyaspor,1992,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,3.0,1.0,2.0,0.0,6.0,1.0,43.0,52.0,82.7,300.5,0.0,0.0,0.0,2.5,1.5,1.0,60.5,1.0,100.0,0.0,0.0,0.0,28.8,0.01
213,Frenkie de Jong,MF,Netherlands,25,Youngster,Barcelona,1997,475,5.3,0.19,0.19,0.38,0.19,0.38,1.1,0.18,0.04,0.22,0.18,0.22,0.7547169811320755,1.1320754716981132,0.9433962264150944,0.0,5.660377358490567,1.509433962264151,60.943396226415096,68.67924528301887,88.7,236.60377358490567,0.07547169811320756,0.7547169811320755,0.18867924528301888,3.207547169811321,1.1320754716981132,0.5660377358490566,76.9811320754717,0.5660377358490566,50.0,50.0,0.19,0.5,14.2,0.44
214,Félix Torres Caicedo,DF,Ecuador,25,Youngster,Santos,1997,270,3.0,0.0,0.33,0.33,0.0,0.33,0.6,0.04,0.15,0.19,0.04,0.19,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,5.666666666666667,3.0,56.0,69.33333333333333,80.8,439.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,3.3333333333333335,77.66666666666667,0.0,0.0,0.0,0.0,0.0,8.5,0.12
217,Gareth Bale,FW,Wales,33,Confirmed,Los Angeles FC,1989,225,2.5,0.4,0.0,0.4,0.0,0.0,0.2,0.32,0.08,0.41,0.01,0.09,0.8,0.4,0.4,0.4,3.6,1.6,13.2,21.2,62.3,54.8,0.08,0.8,0.4,1.6,0.4,0.4,27.2,0.4,33.3,100.0,0.4,0.0,46.6,0.02
218,Gavi,MF,Spain,18,Prospect,Barcelona,2004,284,3.2,0.32,0.0,0.32,0.32,0.32,0.2,0.04,0.03,0.07,0.04,0.07,2.8125,0.3125,1.25,0.0,2.1875,0.625,41.5625,48.125,86.4,54.375,0.0625,0.3125,0.3125,1.25,0.9375,0.625,57.1875,0.9375,42.9,100.0,0.32,1.0,17.6,0.14
229,Gonzalo Plata,MF,Ecuador,22,Youngster,Valladolid,2000,269,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.06,0.11,0.05,0.11,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,3.3333333333333335,1.6666666666666667,25.666666666666668,34.666666666666664,74.0,94.33333333333333,0.03333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,44.333333333333336,1.3333333333333333,33.3,50.0,0.33,0.0,15.2,0.07
231,Granit Xhaka,MF,Switzerland,30,Confirmed,Arsenal,1992,360,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.08,0.02,0.1,0.08,0.1,1.25,0.5,1.0,0.0,5.25,1.75,53.75,60.75,88.5,269.75,0.05,0.5,0.0,6.25,0.75,1.75,68.25,0.25,50.0,50.0,0.75,0.0,21.6,0.05
233,Grzegorz Krychowiak,MF,Poland,32,Confirmed,Al-Shabab,1990,332,3.7,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.05,0.05,0.01,0.05,1.6216216216216215,1.3513513513513513,1.081081081081081,0.0,6.216216216216216,1.081081081081081,25.135135135135133,34.32432432432432,73.2,155.4054054054054,0.02702702702702703,0.8108108108108107,0.0,1.8918918918918919,1.3513513513513513,1.081081081081081,44.59459459459459,0.27027027027027023,33.3,0.0,0.0,0.0,29.9,0.02
236,Guillermo Varela,DF,Uruguay,29,Confirmed,Flamengo,1993,183,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.0,0.05,1.5,1.5,1.0,0.0,4.0,0.5,31.0,46.0,67.4,232.5,0.0,0.5,0.5,3.0,0.5,0.5,54.5,0.0,0.0,,0.0,,,
238,Hakim Ziyech,FW,Morocco,29,Confirmed,Chelsea,1993,635,7.1,0.14,0.14,0.28,0.14,0.28,1.1,0.06,0.1,0.16,0.06,0.16,1.6901408450704227,1.4084507042253522,0.9859154929577465,0.0,4.084507042253521,0.4225352112676057,29.71830985915493,43.098591549295776,69.0,139.01408450704227,0.07042253521126761,0.9859154929577465,0.0,3.3802816901408455,1.4084507042253522,0.5633802816901409,54.36619718309859,1.6901408450704227,41.4,20.0,0.28,0.1,27.2,0.04
241,Harry Kane,FW,England,29,Confirmed,Tottenham,1993,402,4.5,0.45,0.67,1.12,0.22,0.9,2.6,0.6,0.34,0.94,0.25,0.59,0.2222222222222222,0.0,0.2222222222222222,0.0,3.5555555555555554,2.0,13.777777777777779,21.77777777777778,63.3,86.66666666666667,0.15555555555555556,1.1111111111111112,0.2222222222222222,3.5555555555555554,0.4444444444444444,1.1111111111111112,30.666666666666668,0.8888888888888888,50.0,50.0,1.12,0.1,20.4,0.11
242,Harry Maguire,DF,England,29,Confirmed,Manchester Utd,1993,429,4.8,0.0,0.21,0.21,0.0,0.21,0.4,0.08,0.01,0.09,0.08,0.09,1.25,0.8333333333333334,0.625,0.0,3.541666666666667,3.125,73.75,84.79166666666667,87.0,487.5,0.020833333333333336,0.20833333333333334,0.0,3.9583333333333335,0.8333333333333334,3.75,92.70833333333334,0.4166666666666667,100.0,16.7,0.21,0.0,10.0,0.06
243,Harry Souttar,DF,Australia,24,Youngster,Stoke City,1998,360,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.01,0.03,0.02,0.03,0.25,1.5,0.0,0.0,4.25,3.5,34.5,41.75,82.6,314.25,0.025,0.25,0.0,1.25,1.75,5.5,53.25,0.0,,0.0,0.0,0.0,8.5,0.08
245,Hassan Al Tambakti,DF,Saudi Arabia,23,Youngster,Al-Shabab,1999,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0.0,4.5,0.5,20.0,27.5,72.7,163.0,0.0,0.0,0.0,1.5,1.5,3.0,37.5,0.0,,,0.0,,,
246,Hassan Al-Haydos,MF,Qatar,32,Confirmed,Al Sadd SC,1990,206,2.3,0.0,0.0,0.0,0.0,0.0,0.6,0.01,0.27,0.27,0.01,0.27,1.7391304347826089,0.8695652173913044,0.4347826086956522,0.0,5.217391304347826,0.0,28.260869565217394,34.78260869565218,81.3,122.60869565217392,0.2173913043478261,0.8695652173913044,0.8695652173913044,2.608695652173913,0.0,0.4347826086956522,43.913043478260875,0.8695652173913044,33.3,100.0,0.44,0.0,29.2,0.01
250,Hidemasa Morita,MF,Japan,27,Youngster,Sporting CP,1995,285,3.2,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.03,0.08,0.05,0.08,1.25,0.9375,0.0,0.0,6.5625,1.5625,40.3125,49.0625,82.2,217.1875,0.03125,0.625,0.3125,3.4375,2.8125,1.25,60.0,0.0,0.0,33.3,0.32,0.0,22.9,0.05
253,Hirving Lozano,FW,Mexico,27,Youngster,Napoli,1995,252,2.8,0.0,0.0,0.0,0.0,0.0,1.2,0.07,0.36,0.42,0.07,0.42,2.5,0.0,0.7142857142857143,0.0,5.0,0.35714285714285715,15.000000000000002,27.5,54.5,92.14285714285715,0.32142857142857145,2.857142857142857,1.0714285714285714,2.5,1.4285714285714286,0.35714285714285715,38.92857142857143,1.7857142857142858,50.0,50.0,1.07,0.0,26.0,0.03
254,Homam Ahmed,DF,Qatar,23,Youngster,Al-Gharafa Sports Club,1999,262,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1.7241379310344829,0.6896551724137931,0.6896551724137931,0.0,4.827586206896552,1.7241379310344829,26.551724137931036,36.20689655172414,73.3,62.758620689655174,0.0,0.6896551724137931,0.0,0.6896551724137931,0.0,0.3448275862068966,39.6551724137931,1.0344827586206897,60.0,,0.0,,,
260,Hwang In-beom,MF,Korea Republic,26,Youngster,Olympiacos,1996,334,3.7,0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.02,0.08,0.06,0.08,1.8918918918918919,0.8108108108108107,0.8108108108108107,0.0,5.945945945945946,0.5405405405405405,52.43243243243243,66.75675675675676,78.5,275.6756756756757,0.05405405405405406,0.8108108108108107,0.27027027027027023,5.675675675675675,0.27027027027027023,0.5405405405405405,74.5945945945946,0.0,0.0,16.7,0.27,0.0,27.1,0.04
263,Héctor Moreno,DF,Mexico,34,Veteran,Monterrey,1988,270,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.01,0.07,0.06,0.07,1.0,0.3333333333333333,0.3333333333333333,0.0,4.666666666666667,1.6666666666666667,55.0,65.0,84.6,362.3333333333333,0.0,0.3333333333333333,0.0,4.333333333333333,0.6666666666666666,1.3333333333333333,70.0,0.0,,0.0,0.0,0.0,5.8,0.18
264,Ibrahima Konaté,DF,France,23,Youngster,Liverpool,1999,294,3.3,0.0,0.0,0.0,0.0,0.0,0.7,0.12,0.12,0.23,0.12,0.23,0.6060606060606061,2.121212121212121,1.8181818181818183,0.0,4.242424242424242,1.5151515151515151,65.45454545454545,71.51515151515152,91.5,466.06060606060606,0.09090909090909091,0.6060606060606061,0.0,4.545454545454546,1.5151515151515151,4.848484848484849,85.75757575757576,0.0,,50.0,0.31,0.0,7.7,0.18
265,Idrissa Gana Gueye,MF,Senegal,33,Confirmed,Everton,1989,270,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.11,0.03,0.14,0.11,0.14,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,5.0,0.6666666666666666,35.666666666666664,44.333333333333336,80.5,91.33333333333333,0.06666666666666667,0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,51.666666666666664,0.3333333333333333,50.0,25.0,0.33,0.0,19.6,0.08
268,Ismail Jakobs,DF,Senegal,23,Youngster,Monaco,1999,278,3.1,0.0,0.32,0.32,0.0,0.32,0.3,0.0,0.1,0.11,0.0,0.11,0.9677419354838709,1.2903225806451613,0.0,0.0,2.903225806451613,2.5806451612903225,34.516129032258064,50.32258064516129,68.6,228.38709677419354,0.16129032258064516,1.6129032258064515,0.9677419354838709,1.9354838709677418,0.9677419354838709,4.516129032258064,59.354838709677416,0.0,0.0,0.0,0.0,0.0,31.0,0.01
270,Ismaila Sarr,FW,Senegal,24,Youngster,Watford,1998,344,3.8,0.26,0.0,0.26,0.0,0.0,1.3,0.43,0.11,0.55,0.23,0.34,0.7894736842105263,0.5263157894736842,0.5263157894736842,0.2631578947368421,4.473684210526316,2.1052631578947367,13.68421052631579,21.315789473684212,64.2,53.94736842105264,0.13157894736842105,1.5789473684210527,0.5263157894736842,1.5789473684210527,0.5263157894736842,0.2631578947368421,35.0,2.368421052631579,47.4,10.0,0.26,0.0,16.5,0.09
272,Issam Jebali,FW,Tunisia,30,Confirmed,Odense,1991,182,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.26,0.08,0.34,0.26,0.34,5.0,0.0,1.5,0.0,4.0,1.0,12.5,17.5,71.4,29.5,0.1,1.0,0.5,0.0,0.5,1.5,30.0,0.5,50.0,33.3,0.49,0.0,10.4,0.18
274,Ivan Perišić,FW,Croatia,33,Confirmed,Tottenham,1989,669,7.4,0.13,0.4,0.54,0.13,0.54,1.8,0.13,0.12,0.25,0.13,0.25,1.3513513513513513,0.9459459459459459,0.5405405405405405,0.0,4.189189189189189,2.2972972972972974,27.297297297297295,39.45945945945946,69.2,90.0,0.08108108108108107,1.2162162162162162,0.4054054054054054,2.0270270270270268,1.2162162162162162,1.6216216216216215,51.08108108108108,0.8108108108108107,46.2,25.0,0.54,0.06,20.0,0.06
275,Iñaki Williams,FW,Ghana,28,Confirmed,Athletic Club,1994,270,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.07,0.17,0.1,0.17,1.3333333333333333,0.0,0.6666666666666666,0.0,3.0,0.3333333333333333,9.666666666666666,14.0,69.0,21.666666666666668,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,21.0,0.3333333333333333,100.0,0.0,0.0,0.0,20.1,0.15
277,Jackson Irvine,MF,Australia,29,Confirmed,St. Pauli,1993,354,3.9,0.0,0.0,0.0,0.0,0.0,0.6,0.13,0.01,0.14,0.13,0.14,1.794871794871795,0.7692307692307693,0.5128205128205129,0.0,2.8205128205128207,2.307692307692308,26.410256410256412,32.820512820512825,80.5,109.23076923076923,0.025641025641025644,0.25641025641025644,0.0,2.8205128205128207,1.794871794871795,2.0512820512820515,43.58974358974359,0.0,0.0,0.0,0.0,0.0,9.3,0.17
279,Jakub Kamiński,MF,Poland,20,Prospect,Wolfsburg,2002,233,2.6,0.0,0.0,0.0,0.0,0.0,0.5,0.14,0.09,0.23,0.1,0.19,1.923076923076923,0.0,0.3846153846153846,0.0,6.538461538461538,0.0,14.23076923076923,23.46153846153846,60.7,64.23076923076923,0.15384615384615385,0.7692307692307692,0.7692307692307692,0.3846153846153846,1.5384615384615383,0.7692307692307692,33.84615384615385,0.7692307692307692,40.0,25.0,0.39,0.0,10.1,0.07
280,Jakub Kiwior,DF,Poland,22,Youngster,Spezia,2000,355,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.25641025641025644,1.0256410256410258,0.25641025641025644,0.0,2.8205128205128207,0.7692307692307693,44.61538461538461,52.56410256410256,84.9,320.2564102564103,0.0,0.0,0.0,0.7692307692307693,1.0256410256410258,3.8461538461538463,60.51282051282051,0.0,,0.0,0.0,0.0,10.5,0.03
